<ID>;<Name>;ATPD_PICT_EUROFEUILLE;ATPD_PICT_AB_AGRI_BIO;photo_id;media_url
A0220091009000675831;AUCHAN BIOD SPAGHETTI AU BLEENTIER 500G;Oui;;MEDIASTEP57468236;https://media.auchan.fr/MEDIASTEP57468236_0x0/
A0220091009000598511;AUCHAN BIOD PENNE RIGATEBLE ENTIER 500G;Oui;;MEDIASTEP133062010;https://media.auchan.fr/MEDIASTEP133062010_0x0/
A0220091218000854789;AUCHAN BIOD MAYONNAISE 250G;Oui;;MEDIASTEP61590140;https://media.auchan.fr/MEDIASTEP61590140_0x0/
A0220100312000524470;AUCHAN BIOD CORNICHONS BOCAL350G;Oui;;MEDIASTEP57467890;https://media.auchan.fr/MEDIASTEP57467890_0x0/
A0220100518000597164;BIO ALPINA SAVOIE POLENTA EXPRESS MOYENNE 500G;Oui;;MEDIASTEP71781217;https://media.auchan.fr/MEDIASTEP71781217_0x0/
A0220100527000674970;BIO JARDIN NOUILLES CHINOISESOEUFS 250G;Oui;Oui;MEDIASTEP90478920;https://media.auchan.fr/MEDIASTEP90478920_0x0/
A0220100806000851434;AUCHAN BIOD TOMATES SECHEESSACHET 100G;Oui;;MEDIASTEP57466758;https://media.auchan.fr/MEDIASTEP57466758_0x0/
A0220100817000464333;BIO CAUVIN HUILE ASSAISONNEMENT 75CL;Oui;;MEDIASTEP83862134;https://media.auchan.fr/MEDIASTEP83862134_0x0/
A0220100708000488681;AUCHAN BIO CHIPS NATURE HUILETOURNESOL 125G;Oui;;MEDIASTEP94059519;https://media.auchan.fr/MEDIASTEP94059519_0x0/
A0220100729000458004;AUCHAN BIOD KETCHUP FLACON SOUPLE TOP DOWN 282 G;Oui;;MEDIASTEP77210912;https://media.auchan.fr/MEDIASTEP77210912_0x0/
A0220101227000891627;AUCHAN BIO STICKS BRETZELSTUBO 300G;Oui;Oui;MEDIASTEP79452603;https://media.auchan.fr/MEDIASTEP79452603_0x0/
A0220110110000071316;BIOL PUGET HUILE OLIVE 75CL;Oui;Oui;MEDIASTEP161954460;https://media.auchan.fr/MEDIASTEP161954460_0x0/
A0220110207000989490;AUCHAN BIO VINAIGRE DE VINROUGE BOUTEILLE 50CL;Oui;;MEDIASTEP162157416;https://media.auchan.fr/MEDIASTEP162157416_0x0/
A0220110412000248918;BIO JARDIN FUSILLI EXPRESS500G;;Oui;MEDIASTEP132865294;https://media.auchan.fr/MEDIASTEP132865294_0x0/
A0220110412000641338;BIO JARDIN COQUILLETTESEXPRESS 500G;;Oui;MEDIASTEP132865259;https://media.auchan.fr/MEDIASTEP132865259_0x0/
A0220110329000593469;AUCHAN BIO POIS CASSES 500G;Oui;;MEDIASTEP66377957;https://media.auchan.fr/MEDIASTEP66377957_0x0/
A0220110512000460292;AUCHAN BIO RIZ 2 COULEURS 500G;Oui;;MEDIASTEP57468650;https://media.auchan.fr/MEDIASTEP57468650_0x0/
A0220111230000781017;AUCHAN BIO PALMIERS FROMAGE100G;Oui;;MEDIASTEP97958734;https://media.auchan.fr/MEDIASTEP97958734_0x0/
A0220120227000756699;BIO ALTER ECO RIZ ROUGE 500G;Oui;Oui;MEDIASTEP140600179;https://media.auchan.fr/MEDIASTEP140600179_0x0/
A0220120323000563397;BIO CAUVIN HUILE DE LIN 25CL;Oui;;MEDIASTEP132370143;https://media.auchan.fr/MEDIASTEP132370143_0x0/
A0220120227000536877;BIO ETHIQUABLE NOIX DE CAJOUGRILLEES SALEES 125G;Oui;Oui;MEDIASTEP66043599;https://media.auchan.fr/MEDIASTEP66043599_0x0/
A0220120316000598034;AUCHAN BIOD HUILE OLIVE VIERGEEXTRA BOUTEILLE VERRE 75CL;Oui;;MEDIASTEP132290934;https://media.auchan.fr/MEDIASTEP132290934_0x0/
A0220120323000061932;BIO CAUVIN HUILE DE NOIX 25CL;Oui;;MEDIASTEP107977526;https://media.auchan.fr/MEDIASTEP107977526_0x0/
A0220120323000629635;BIO CAUVIN HUILE DE SESAME25CL;Oui;;MEDIASTEP132169937;https://media.auchan.fr/MEDIASTEP132169937_0x0/
A0220120425000711063;BIO SOLEOU H. OLIVE VIERGENOTE FRUITEE CARTON 1 L;Oui;Oui;MEDIASTEP89765990;https://media.auchan.fr/MEDIASTEP89765990_0x0/
A0220120522000363976;AUCHAN BIO RILLETTES PUR PORCVERRINE 180G;Oui;;MEDIASTEP57467815;https://media.auchan.fr/MEDIASTEP57467815_0x0/
A0220120704000520767;AUCHAN BIO CLOUS DE GIROFLEFLACON VERRE 30G;Oui;;MEDIASTEP59387077;https://media.auchan.fr/MEDIASTEP59387077_0x0/
A0220120710000541757;AUCHAN BIOD BOUILLON CUBE VOLAILLES TABX8 80G;Oui;;MEDIASTEP61590188;https://media.auchan.fr/MEDIASTEP61590188_0x0/
A0220120828000057602;AUCHAN BIOD HUILE COLZABOUTEILLE 75CL;Oui;;MEDIASTEP101791969;https://media.auchan.fr/MEDIASTEP101791969_0x0/
A0220120828000552388;AUCHAN BIOD HUILE TOURNESOLBOUTEILLE 75CL;Oui;;MEDIASTEP57468074;https://media.auchan.fr/MEDIASTEP57468074_0x0/
A0220120710000772756;AUCHAN BIOD BOUILLON CUBE LEGUMES TAB X8 80G;Oui;;MEDIASTEP61590189;https://media.auchan.fr/MEDIASTEP61590189_0x0/
A0220120907000428473;AUCHAN BIOD HUILE 4 HUILESBOUTEILLE 75CL;Oui;;MEDIASTEP57468078;https://media.auchan.fr/MEDIASTEP57468078_0x0/
A0220120918000665754;AUCHAN BIO SAUCE TOMATEARRABIATA 200G;Oui;;MEDIASTEP61590195;https://media.auchan.fr/MEDIASTEP61590195_0x0/
A0220120918000501539;AUCHAN BIO SAUCE TOMATE OLIVE200G;Oui;;MEDIASTEP61590194;https://media.auchan.fr/MEDIASTEP61590194_0x0/
A0220120918000576955;AUCHAN BIOD SAUCE TOMATEBOLOGNAISE 200G;Oui;;MEDIASTEP61590192;https://media.auchan.fr/MEDIASTEP61590192_0x0/
A0220120918000985232;AUCHAN BIOD SAUCE TOMATENAPOLITAINE 200G;Oui;;MEDIASTEP61590197;https://media.auchan.fr/MEDIASTEP61590197_0x0/
A0220121211000499913;AUCHAN BIO SAUCE TOMATE AUXCEPES 200G;Oui;;MEDIASTEP61590193;https://media.auchan.fr/MEDIASTEP61590193_0x0/
A0220130208000478859;BIO TERRA DELYSSA HOVE HUILE1L;Oui;Oui;MEDIASTEP102230090;https://media.auchan.fr/MEDIASTEP102230090_0x0/
A0220130424000408929;BIO DALLA COSTA PATES BIODISNEY CARS TRICOLEUR 300G;Oui;;MEDIASTEP62769910;https://media.auchan.fr/MEDIASTEP62769910_0x0/
A0220130424000443343;BIO DALLA COSTA PATES BIO DISNEY MICKEY MOUSE TRICOLEUR 300G;Oui;;MEDIASTEP62769908;https://media.auchan.fr/MEDIASTEP62769908_0x0/
A0220130424000954110;BIO DALLA COSTA PATES DISNEYPRINCESS TRICOLEUR 300G;Oui;;MEDIASTEP62769909;https://media.auchan.fr/MEDIASTEP62769909_0x0/
A0220140324000473567;AUCHAN BIO ORIGAN FLACON VERRE15G;Oui;;MEDIASTEP57469108;https://media.auchan.fr/MEDIASTEP57469108_0x0/
A0220140324000473667;AUCHAN BIOD THYM FLACON VERRE18G;Oui;;MEDIASTEP57469110;https://media.auchan.fr/MEDIASTEP57469110_0x0/
A0220140324000474572;AUCHAN BIO GINGEMBRE MOULUFLACON VERRE 35G;Oui;;MEDIASTEP57469106;https://media.auchan.fr/MEDIASTEP57469106_0x0/
A0220140324000475437;AUCHAN BIO CANNELLE MOULUEFLACON VERRE 40G;Oui;;MEDIASTEP57469104;https://media.auchan.fr/MEDIASTEP57469104_0x0/
A0220140324000488814;AUCHAN BIO ROMARIN FLACONVERRE 25G;Oui;;MEDIASTEP57467977;https://media.auchan.fr/MEDIASTEP57467977_0x0/
A0220140324000489765;AUCHAN BIOD CIBOULETTE FLACONVERRE 7G;Oui;;MEDIASTEP61590213;https://media.auchan.fr/MEDIASTEP61590213_0x0/
A0220140324000484840;AUCHAN BIO CORIANDRE MOULUEFLACON VERRE 35G;Oui;;MEDIASTEP61590190;https://media.auchan.fr/MEDIASTEP61590190_0x0/
A0220140324000479790;AUCHAN BIOD POIVRE NOIR MOULUFLACON VERRE 45G;Oui;;MEDIASTEP57469112;https://media.auchan.fr/MEDIASTEP57469112_0x0/
A0220140331000850206;BIO TERRES ET CEREALES PROTEINES DE SOJA A CUISINER 200G;Oui;Oui;MEDIASTEP77170157;https://media.auchan.fr/MEDIASTEP77170157_0x0/
A0220140407000501403;BIO JARDIN SAUCE SOJA SHOYU125G;Oui;Oui;MEDIASTEP130374943;https://media.auchan.fr/MEDIASTEP130374943_0x0/
A0220140407000449253;BIO JARDIN MAYONNAISE 315G;Oui;Oui;MEDIASTEP74108336;https://media.auchan.fr/MEDIASTEP74108336_0x0/
A0220140407000452036;BIO JARDIN DOUBLE CONCENTRE DETOMATES 140G;Oui;Oui;MEDIASTEP104759473;https://media.auchan.fr/MEDIASTEP104759473_0x0/
A0220140407000509469;BIO JARDIN LAIT DE COCO 40CL;Oui;Oui;MEDIASTEP130374947;https://media.auchan.fr/MEDIASTEP130374947_0x0/
A0220140409000278010;BIO SACLA SAUCE TOMATE SECHEESAIL 190G;Oui;Oui;MEDIASTEP57466166;https://media.auchan.fr/MEDIASTEP57466166_0x0/
A0220140409000394333;BIO SACLA PATES CAVATAPPI BLE100% ITALIE 500G;Oui;;MEDIASTEP101705035;https://media.auchan.fr/MEDIASTEP101705035_0x0/
A0220140324000480558;AUCHAN BIOD PERSIL FLACON VERR10G;Oui;;MEDIASTEP57467973;https://media.auchan.fr/MEDIASTEP57467973_0x0/
A0220140324000483265;AUCHAN BIO 4 EPICES FLACONVERRE 40G;Oui;;MEDIASTEP61590191;https://media.auchan.fr/MEDIASTEP61590191_0x0/
A0220140324000477586;AUCHAN BIOD CURRY FLACON VERRE42G;Oui;;MEDIASTEP57469114;https://media.auchan.fr/MEDIASTEP57469114_0x0/
A0220140324000478616;AUCHAN BIOD BASILIC FLACONVERRE 15G;Oui;;MEDIASTEP57467985;https://media.auchan.fr/MEDIASTEP57467985_0x0/
A0220140324000474438;AUCHAN BIO POIVRE NOIR GRAINFLACON VERRE 45G;Oui;;MEDIASTEP57468519;https://media.auchan.fr/MEDIASTEP57468519_0x0/
A0220140324000484713;AUCHAN BIOD HERBES DE PROVENCEFLACON VERRE 20G;Oui;;MEDIASTEP57467975;https://media.auchan.fr/MEDIASTEP57467975_0x0/
A0220140331000458698;BIO ILE DE NOIRMOUTIER SEL MARIN AUX HERBES ET LEGUMES 250G;Oui;Oui;MEDIASTEP81343292;https://media.auchan.fr/MEDIASTEP81343292_0x0/
A0220140407000500153;BIO JARDIN HUILE VIERGE COLZA75CL;Oui;Oui;MEDIASTEP57470316;https://media.auchan.fr/MEDIASTEP57470316_0x0/
A0220140407000493921;BIO JARDIN KETCHUP 560G;Oui;Oui;MEDIASTEP104759465;https://media.auchan.fr/MEDIASTEP104759465_0x0/
A0220140408000415370;BIO BJORG CREME COCO LEGERE200 ML;Oui;Oui;MEDIASTEP141130568;https://media.auchan.fr/MEDIASTEP141130568_0x0/
A0220140409000371940;BIO SACLA PATES LUMACHE BLE100% ITALIE 500G;Oui;Oui;MEDIASTEP101705036;https://media.auchan.fr/MEDIASTEP101705036_0x0/
A0220140409000221308;BIO SACLA SAUCE PESTO ALLAGENOVESE 190G;Oui;Oui;MEDIASTEP57466171;https://media.auchan.fr/MEDIASTEP57466171_0x0/
A0220140519000759101;AUCHAN BIO MINI FLUTES BEURREFROMAGE 125G;Oui;;MEDIASTEP126982047;https://media.auchan.fr/MEDIASTEP126982047_0x0/
A0220140611000181299;AUCHAN BIOD MACARONI COMPLET500G;Oui;;MEDIASTEP57468232;https://media.auchan.fr/MEDIASTEP57468232_0x0/
A0220140617000052768;BIO SACLA PUREE DE TOMATES680G;Oui;Oui;MEDIASTEP75725817;https://media.auchan.fr/MEDIASTEP75725817_0x0/
A0220140627000478171;BIO TOURANGELLE HUILES VIERGEDE NOIX DE COCO 314ML;Oui;Oui;MEDIASTEP135729183;https://media.auchan.fr/MEDIASTEP135729183_0x0/
A0220140728000409108;AUCHAN BIO NOIX DE MUSCADEENTIERE 12G;Oui;;MEDIASTEP57466862;https://media.auchan.fr/MEDIASTEP57466862_0x0/
A0220140728000417377;AUCHAN BIOD RIZ THAI 500G;Oui;;MEDIASTEP57468652;https://media.auchan.fr/MEDIASTEP57468652_0x0/
A0220140728000759211;AUCHAN BIOD RIZ ETUVE 500G;Oui;Oui;MEDIASTEP135452768;https://media.auchan.fr/MEDIASTEP135452768_0x0/
A0220140825000905893;BIO BJORG SOJA CUISINE 25CL;Oui;Oui;MEDIASTEP141130412;https://media.auchan.fr/MEDIASTEP141130412_0x0/
A0220140825000902349;BIO BJORG TORSADES BLE PETITEPEAUTRE 500G;Oui;Oui;MEDIASTEP141131113;https://media.auchan.fr/MEDIASTEP141131113_0x0/
A0220140825000902758;BIO BJORG SPAGHETTI BLE PETITEPEAUTRE 500G;Oui;Oui;MEDIASTEP140599955;https://media.auchan.fr/MEDIASTEP140599955_0x0/
A0220140825000912543;BIO BJORG SOJA CUISINE 3X200ML;Oui;Oui;MEDIASTEP141131067;https://media.auchan.fr/MEDIASTEP141131067_0x0/
A0220140825000915087;BIO BJORG AMANDE CUISINE 200ML;Oui;Oui;MEDIASTEP141127077;https://media.auchan.fr/MEDIASTEP141127077_0x0/
A0220140825000919363;BIO BJORG SOJA GRATIN 20CL;Oui;;MEDIASTEP143919498;https://media.auchan.fr/MEDIASTEP143919498_0x0/
A0220141127000520386;BIO BIOTHENTIC GRAINES CHIA250G;Oui;Oui;MEDIASTEP59436019;https://media.auchan.fr/MEDIASTEP59436019_0x0/
A0220150130000585158;AUCHAN BIO BLE EPEAUTRE QUINOAROUGE VRAC 400G;Oui;;MEDIASTEP57466914;https://media.auchan.fr/MEDIASTEP57466914_0x0/
A0220150130000170905;AUCHAN BIO LEGUMES SECSEPEAUTRE ORGE VRAC 400G;Oui;;MEDIASTEP57469155;https://media.auchan.fr/MEDIASTEP57469155_0x0/
A0220150130000481931;AUCHAN BIO MELANGE RIZ BASMATIBOULGOUR QUINOA ROUGE 400G;Oui;;MEDIASTEP57468711;https://media.auchan.fr/MEDIASTEP57468711_0x0/
A0220150409000072291;BIO JARDIN TOMATES ENTIERESPELEES AU JUS 240G;Oui;Oui;MEDIASTEP104759482;https://media.auchan.fr/MEDIASTEP104759482_0x0/
A0220150409000522807;BIO JARDIN BOUILLON CUBE LEGDEGRAISS SS HUILE DE PALME X10;Oui;Oui;MEDIASTEP139035309;https://media.auchan.fr/MEDIASTEP139035309_0x0/
A0220150409000890441;BIO JARDIN BOUILLON CUBE VOLAILLE DEGRAIS SS HUILE PALME X10;Oui;Oui;MEDIASTEP139036139;https://media.auchan.fr/MEDIASTEP139036139_0x0/
A0220150410000545029;BIO ETHIQUABLE QUINOA CROQUANTEQUATEUR 500G;Oui;Oui;MEDIASTEP57466912;https://media.auchan.fr/MEDIASTEP57466912_0x0/
A0220150409000312439;BIO JARDIN SAUCE TOMATESPAGHETTI 200G;Oui;Oui;MEDIASTEP104759460;https://media.auchan.fr/MEDIASTEP104759460_0x0/
A0220150409000553683;BIO JARDIN BOUILLON CUBE POULESANS HUILE DE PALME X10 80G;Oui;Oui;MEDIASTEP139039671;https://media.auchan.fr/MEDIASTEP139039671_0x0/
A0220150409000252522;BIO JARDIN SAUCE TOMATEPATES RIZ PIZZA 200G;Oui;Oui;MEDIASTEP104759461;https://media.auchan.fr/MEDIASTEP104759461_0x0/
A0220150409000595095;BIO JARDIN BOUILLON CUBE LEGSS SEL SS HUILE PALME X10 72G;Oui;Oui;MEDIASTEP139039458;https://media.auchan.fr/MEDIASTEP139039458_0x0/
A0220150409000419168;BIO JARDIN BOUILLON CUBE BOEUFSANS HUILE DE PALME X10 80G;Oui;Oui;MEDIASTEP139036371;https://media.auchan.fr/MEDIASTEP139036371_0x0/
A0220150416000089683;BIOL GUERANDAIS SALIERE SELFIN HERBES 85G;Oui;Oui;MEDIASTEP73624860;https://media.auchan.fr/MEDIASTEP73624860_0x0/
A0220150421000447624;BIO GO PURE CHIPS LEGUMES 90G;Oui;;MEDIASTEP71332962;https://media.auchan.fr/MEDIASTEP71332962_0x0/
A0220150612000627002;BIO ALPINA SAVOIE PERLES 500G;Oui;Oui;MEDIASTEP72587702;https://media.auchan.fr/MEDIASTEP72587702_0x0/
A0220150612000058124;BIO ALPINA SAVOIE CROZETS 500G;Oui;Oui;MEDIASTEP137553689;https://media.auchan.fr/MEDIASTEP137553689_0x0/
A0220150615000661951;BIO CRAK CACAHUETES 50G;Oui;Oui;MEDIASTEP157606501;https://media.auchan.fr/MEDIASTEP157606501_0x0/
A0220150805000984301;BIO GRAND MERE SPAGHETTI AUXOEUFS 250G;Oui;;MEDIASTEP58309339;https://media.auchan.fr/MEDIASTEP58309339_0x0/
A0220150805000547253;BIO GRAND MERE PAPILLONS AUXOEUFS 250G;Oui;;MEDIASTEP58149946;https://media.auchan.fr/MEDIASTEP58149946_0x0/
A0220150805000579411;BIO GRAND MERE NIDS AUX OEUFS4 MM 250G;Oui;;MEDIASTEP58149948;https://media.auchan.fr/MEDIASTEP58149948_0x0/
A0220150902000365529;BIO RACINES LAIT DE COCO 400ML;Oui;Oui;MEDIASTEP140424206;https://media.auchan.fr/MEDIASTEP140424206_0x0/
A0220150917000953119;BIO BJORG SOJA CUISINE SEMIEPAISSE 25CL;Oui;Oui;MEDIASTEP141131012;https://media.auchan.fr/MEDIASTEP141131012_0x0/
A0220151116000322412;BIO BJORG SOJA CUISINE SEMIEPAISSE 2X25CL;Oui;Oui;MEDIASTEP143920334;https://media.auchan.fr/MEDIASTEP143920334_0x0/
A0220151116000554763;BIO BJORG SOJA CUISINE 2X25CL;Oui;Oui;MEDIASTEP143920905;https://media.auchan.fr/MEDIASTEP143920905_0x0/
A0220160302000442936;BIO TRAMIER HUILE OLIVE EXTRAVIERGE 75 CL;Oui;Oui;MEDIASTEP136136451;https://media.auchan.fr/MEDIASTEP136136451_0x0/
A0220160308000984179;BIO JARDIN TOMATES ENTIERESPELEES AU JUS BTE METAL 800G;Oui;Oui;MEDIASTEP104759488;https://media.auchan.fr/MEDIASTEP104759488_0x0/
A0220160308000075806;BIO JARDIN LAIT DE COCO CANETTE METAL 225ML;Oui;Oui;MEDIASTEP130374956;https://media.auchan.fr/MEDIASTEP130374956_0x0/
A0220160315000729390;BIOL BARILLA COQUILLETTES 500G;Oui;Oui;MEDIASTEP94084893;https://media.auchan.fr/MEDIASTEP94084893_0x0/
A0220160315000577743;BIOL BARILLA PENNETTE 500G;;Oui;MEDIASTEP94084892;https://media.auchan.fr/MEDIASTEP94084892_0x0/
A0220160317000514462;BIOL BARILLA SPAGHETTI 500G;Oui;Oui;MEDIASTEP93372733;https://media.auchan.fr/MEDIASTEP93372733_0x0/
A0220160330000485725;BIO EQI ETHIQUABLE CHIPS EPICEES BANANE PLANTAIN 85G;Oui;Oui;MEDIASTEP89503091;https://media.auchan.fr/MEDIASTEP89503091_0x0/
A0220160331000550788;BIO JARDIN MOUTARDE ANCIENNEAU VINAIGRE CIDRE BOCAL 350G;Oui;Oui;MEDIASTEP139037724;https://media.auchan.fr/MEDIASTEP139037724_0x0/
A0220160331000428682;BIO JARDIN VINAIGRE BALSAMIQUEDE MODENE BTLLE VERRE 50CL;Oui;Oui;MEDIASTEP139037423;https://media.auchan.fr/MEDIASTEP139037423_0x0/
A0220160727000606295;BIO JARDIN SAUCES ARABIATA POTSS GLUTEN 200G;Oui;Oui;MEDIASTEP104759486;https://media.auchan.fr/MEDIASTEP104759486_0x0/
A0220160727000897125;BIO CAUVIN HUILE OLIVE ESPAGNE75CL;Oui;;MEDIASTEP83862136;https://media.auchan.fr/MEDIASTEP83862136_0x0/
A0220160802000569706;AUCHAN BIOD JUS DE CITRON 25CLNR;Oui;;MEDIASTEP97958746;https://media.auchan.fr/MEDIASTEP97958746_0x0/
A0220160902000443161;BIO SACLA OLIVES VERTES DENOYAUTEES 185G;Oui;Oui;MEDIASTEP57465530;https://media.auchan.fr/MEDIASTEP57465530_0x0/
A0220160830000735742;BIO BJORG DUO QUINOA DOYPACK220G;Oui;Oui;MEDIASTEP143914981;https://media.auchan.fr/MEDIASTEP143914981_0x0/
A0220160902000532295;BIO SACLA TOMATES SECHEES 190GR;Oui;Oui;MEDIASTEP75912196;https://media.auchan.fr/MEDIASTEP75912196_0x0/
A0220160902000721203;BIO SACLA COEUR ARTICHAUD 190GR;Oui;Oui;MEDIASTEP75725814;https://media.auchan.fr/MEDIASTEP75725814_0x0/
A0220160926000852297;BIO PAYSANS D ICI POIS CHICHES500G;Oui;Oui;MEDIASTEP70428888;https://media.auchan.fr/MEDIASTEP70428888_0x0/
A0220160926000512893;BIO PAYSANS D ICI GRAINES DELIN DORES 250G;Oui;;MEDIASTEP57468165;https://media.auchan.fr/MEDIASTEP57468165_0x0/
A0220160926000915892;BIO PAYSANS D ICI PETITEPAUTRE EN GRAINS 500G;Oui;;MEDIASTEP70428887;https://media.auchan.fr/MEDIASTEP70428887_0x0/
A0220161104000478935;BIO JARDIN COUDES SEMI COMPLET500G;Oui;Oui;MEDIASTEP57976901;https://media.auchan.fr/MEDIASTEP57976901_0x0/
A0220161130000710095;BIO JARDIN PULPE DE TOMATESBASILIC BRIQUE 500G;Oui;;MEDIASTEP139031184;https://media.auchan.fr/MEDIASTEP139031184_0x0/
A0220161130000538617;BIO JARDIN PULPE DE TOMATESBRIQUE 500ML;Oui;Oui;MEDIASTEP139031332;https://media.auchan.fr/MEDIASTEP139031332_0x0/
A0220161220000595765;BIO BJORG LAIT DE COCO CUISINE200ML;Oui;Oui;MEDIASTEP141129595;https://media.auchan.fr/MEDIASTEP141129595_0x0/
A0220170207000648437;BIO ETHIQUABLE POIVRE 3 BAIES45G;Oui;Oui;MEDIASTEP58648983;https://media.auchan.fr/MEDIASTEP58648983_0x0/
A0220170207000696769;BIO ETHIQUABLE CURCUMA KERALA40G;Oui;Oui;MEDIASTEP157087606;https://media.auchan.fr/MEDIASTEP157087606_0x0/
A0220170207000615030;BIO ETHIQUABLE NOIX CAJOU GRILLEES SEC SANS SEL 100G;Oui;Oui;MEDIASTEP57467010;https://media.auchan.fr/MEDIASTEP57467010_0x0/
A0220170308000402408;BIO SACLA SAUCE PESTO AUX TOMATES SECHEES 190G;Oui;Oui;MEDIASTEP66944349;https://media.auchan.fr/MEDIASTEP66944349_0x0/
A0220170309000401977;BIO JARDIN JUS CITRON SICILE25CL;Oui;Oui;MEDIASTEP104759449;https://media.auchan.fr/MEDIASTEP104759449_0x0/
A0220170310000051735;BIO BJORG CITRON CUISINE 20CL;;Oui;MEDIASTEP141130377;https://media.auchan.fr/MEDIASTEP141130377_0x0/
A0220170310000184704;BIO JARDIN PUR JUS DE CITRONVERT 50CL;;Oui;MEDIASTEP57977841;https://media.auchan.fr/MEDIASTEP57977841_0x0/
A0220170313000213027;BIO SACLA PATES SEMOULE DE BLEDU CONCHIGLIE TRICOLORE 500G;Oui;;MEDIASTEP101705039;https://media.auchan.fr/MEDIASTEP101705039_0x0/
A0220170313000425240;BIO BJORG AVOINE CUISINE 200ML;Oui;Oui;MEDIASTEP141131312;https://media.auchan.fr/MEDIASTEP141131312_0x0/
A0220170308000617023;BIO SACLA CONDIMAYO DE SOJASANS OEUFS SANS GLUTEN 260G;Oui;;MEDIASTEP57466288;https://media.auchan.fr/MEDIASTEP57466288_0x0/
A0220170309000459301;BIO JARDIN HUILES VIERGE DECOCO 200ML;Oui;Oui;MEDIASTEP139040083;https://media.auchan.fr/MEDIASTEP139040083_0x0/
A0220170313000071204;BIOL BRET S CHIPS NAT 100G;Oui;Oui;MEDIASTEP92860251;https://media.auchan.fr/MEDIASTEP92860251_0x0/
A0220170315000487639;BIO TARTINES ET POTAGERLENTILLES CORAIL 500G;Oui;Oui;MEDIASTEP102865171;https://media.auchan.fr/MEDIASTEP102865171_0x0/
A0220170315000916157;BIO TARTINES ET POTAGERLENTILLES VERTES 500G;Oui;Oui;MEDIASTEP138432555;https://media.auchan.fr/MEDIASTEP138432555_0x0/
A0220170315000540992;BIO TARTINES ET POTAGERPOIS CASSES 500G;Oui;Oui;MEDIASTEP138425859;https://media.auchan.fr/MEDIASTEP138425859_0x0/
A0220170315000553078;BIO TARTINES ET POTAGER AZUKIS500G;Oui;Oui;MEDIASTEP138427808;https://media.auchan.fr/MEDIASTEP138427808_0x0/
A0220170315000665333;BIO TARTINES ET POTAGER QUINOA500G;Oui;Oui;MEDIASTEP138427546;https://media.auchan.fr/MEDIASTEP138427546_0x0/
A0220170315000670002;BIO TARTINES ET POTAGERLINGOTS BLANCS 500G;Oui;Oui;MEDIASTEP138432042;https://media.auchan.fr/MEDIASTEP138432042_0x0/
A0220170315000431787;BIO TARTINES ET POTAGERFLAGEOLETS 500G;Oui;Oui;MEDIASTEP138427693;https://media.auchan.fr/MEDIASTEP138427693_0x0/
A0220170315000431513;BIO TARTINES ET POTAGER POISCHICHES 500G;Oui;Oui;MEDIASTEP138434873;https://media.auchan.fr/MEDIASTEP138434873_0x0/
A0220170316000673834;BIOL CARAPELLI HUILE D OLIVEVIERGE EXTRA CARAPELLE 75CL;Oui;Oui;MEDIASTEP162844509;https://media.auchan.fr/MEDIASTEP162844509_0x0/
A0220170316000696772;BIOL CARAPELLI HUILE OLIVE V.ECLASSICO 25CL;;Oui;MEDIASTEP162844594;https://media.auchan.fr/MEDIASTEP162844594_0x0/
A0220170413000595551;BIOL FERRERO COUSCOUS 400G;;Oui;MEDIASTEP73913823;https://media.auchan.fr/MEDIASTEP73913823_0x0/
A0220170414000153232;BIOL RISO GALLO  RIZ  ARBORIO500G;Oui;;MEDIASTEP94084882;https://media.auchan.fr/MEDIASTEP94084882_0x0/
A0220170615000582024;BIO ALTER ECO TRIO DE QUINOA350G;Oui;Oui;MEDIASTEP140600069;https://media.auchan.fr/MEDIASTEP140600069_0x0/
A0220170626000374875;BIO ALPINA SAVOIE VERMICELLESDE FRANCE 500G;Oui;Oui;MEDIASTEP72587705;https://media.auchan.fr/MEDIASTEP72587705_0x0/
A0220170626000254595;BIO ALPINA SAVOIE COQUILLETTESBLE COMPLET DE FRANCE 500G;Oui;Oui;MEDIASTEP72587706;https://media.auchan.fr/MEDIASTEP72587706_0x0/
A0220170726000597653;BIO ALTER ECO QUINOA 400 G;Oui;;MEDIASTEP143925170;https://media.auchan.fr/MEDIASTEP143925170_0x0/
A0220170918000149702;BIOL MAIZENA FDM 200G;Oui;Oui;MEDIASTEP89123702;https://media.auchan.fr/MEDIASTEP89123702_0x0/
A0220171006000616813;BIOL DUCROS PAPRIKA DOUX DUCS44G;Oui;;MEDIASTEP70428775;https://media.auchan.fr/MEDIASTEP70428775_0x0/
A0220171006000999138;BIOL DUCROS HERBES DE PROVENCE16G;Oui;;MEDIASTEP67170145;https://media.auchan.fr/MEDIASTEP67170145_0x0/
A0220171006000498403;BIOL DUCROS PERSIL DUCS 7G;Oui;;MEDIASTEP67170143;https://media.auchan.fr/MEDIASTEP67170143_0x0/
A0220171103000269002;BIO MAS DU BIO RIZ NOIRCOMPLET IGP 500G;;;MEDIASTEP140233204;https://media.auchan.fr/MEDIASTEP140233204_0x0/
A0220171103000530665;BIO MAS DU BIO RIZ SEMI COMPLET IGP 500G;Oui;;MEDIASTEP62732728;https://media.auchan.fr/MEDIASTEP62732728_0x0/
A0220171103000860636;BIO MAS DU BIO MELANGE 3 RIZ500G;Oui;;MEDIASTEP74237737;https://media.auchan.fr/MEDIASTEP74237737_0x0/
